id,inventar_nr,material,wasserzeichen,hoehe,breite,bezeichnungen,zeit,jahr,beschreibung,kommentar,thementexte,literatur,index,index_ids,zusammenhang
89104,"GK II (12) IX-B-65",Vergépapier,"""IW Ebart""",3490,2090,,1805/1815,1810,"Ein junger gerüsteter Mann mit langem offenem Haar stützt sich sitzend auf ein Architekturelement. In seiner Linken hält er einen Bogen.","Der junge Bogenschütze stützt sich auf ein Kapitell beziehungsweise den Teil eines Gesimses. Da er außer dem Bogen kein weiteres erkennbares Utensil bei sich trägt, ist er keiner mythischen oder literarischen Figur konkret zuzuordnen. (C. H.)",,,"sachlich: Figurendarstellung: profan: Ritter",733,
89105,"GK II (12) IX-B-65 Rs",Vergépapier,"""IW Ebart""",3490,2090,,1805/1815,1810,"Auf drei schmalen Bildstreifen sind Landschaftsausschnitte mit kleinen Häusern dargestellt; zwei Baumstudien, einmal mit Grabstätte.","Die Zeichnungen haben noch die Naivität und den ungeübten Strich einer Kinderhand. Einzelne Häuser und eine Windmühle stehen in baumbestandener Landschaft. Möglicherweise hat Friedrich Wilhelm gezeichnet, was er auf Reisen oder auf einem Spaziergang gesehen hat. (C. H.)",,,"sachlich: Kinderzeichnung; sachlich: Landschaft: allgemein","765; 786",
89106,"GK II (12) IX-B-66",Vergépapier,"Fragment: männliches Profil, umkränzt, ""Friedrich Wilhelm d III.""",2090,3600,"U. l. ""Doir=Thula"", M. r. (um 90° gedreht) ""ete grande Bif"". Daneben zwei weitere Zeilen, z. T. unleserlich (""die große Büße""?). U. r. weitere unleserliche Worte [Friedrich Wilhelm (IV.)].",1810/1820,1815,"Oben mehrfigurige Szene mit sechs tanzenden Paaren mit Perücken in angedeuteter Kleidung des 18. Jahrhunderts. –  Darunter weitere Szene mit einem knienden, antikisierend gekleideten Soldaten, der mit seiner linken Hand seinen Kopf stützt. Vor ihm liegt eine Frau mit offenem langem Haar, auf dem Boden vor ihr liegen ein Dolch und ein Becher (?). Dahinter sieben harfespielende Greise. – M. r. Akt eines Mannes, der Arme und Beine tanzartig-wild bewegt. Die Physiognomie ist mit der stark fliehenden Stirn verzerrt und er scheint einen langen, schlangenartigen Schwanz zu besitzen. – Darunter u. r., um 90° gedreht, Phantasiezeichnung, die aus einem sich blütenartig öffnendem Oberteil und einem Unterteil besteht, das offensichtlich den Unterkörper eines knienden Mannes mit erigiertem Glied zeigt.","Die junge Frau scheint sich erdolcht zu haben, sie hat eine blutende Wunde in der Brust und der Dolch scheint ihr aus der Hand geglitten zu sein. Der Mann trauert offensichtlich um sie, der Chor der Harfenspieler begleitet diese Trauer. Zu dieser Szene gehört die Beischrift ""Dar = Thula"". Damit bezieht sie sich auf das Epos ""Darthula"", das Teil von Macphersons ""Ossian"" ist. Im Vordergrund liegt Darthula, die sich selbst über der Leiche ihres Geliebten Nathos das Leben genommen hatte. Hinter ihr, im Kreis der Sänger, trauert wohl Kairbarn, der Darthula geliebt hatte, aber von ihr abgeweisen worden war. Zu dieser Szene scheinen die tanzenden Paare eines spätbarocken Hofes o. l. nicht recht zu passen und auch die teufelsähnliche Darstellung mit der Beischrift ""ete grande Bif"" steht mit den anderern Szenen möglicherweise nicht in einem inhaltlichen Zusammenhang. Geradezu surrealen Charakter besitzt die eindeutig sexualisierte Darstellung u. r., deren Sinn sich aber bislang nicht erschließen lässt und die von ihrem Motiv her auch völlig isoliert unter den Zeichnungen Friedrich Wilhelms IV. steht. (J. M.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe; sachlich: Figurendarstellung: religiös: Teufel; sachlich: Mischwesen: ungedeutet","652; 750; 851",
89107,"GK II (12) IX-B-66 Rs",Vergépapier,"""C G Putz in Friesdorf""",2090,3600,,1810/1820,1815,"Über einer kleinfigurigen, mit meist ausgestreckten Leibern übersäten Ruinenlandschaft tragen sechs unbekleidete Engel oder Genien eine wahrscheinlich weibliche bekrönte Figur durch die Luft. Rechts die Wehrmauer einer Festung, auf der mit ausgestrecktem Arm ein Soldat steht.","Es scheint sich bei dem am unteren Seitenrand dargestellten Gelände um ein Schlachtfeld zu handeln. Am Ende der Schlacht liegen die Gebäude in Trümmern und die meisten der Krieger tot am Boden. Am rechten Bildrand ist ein Stück zinnenbewehrte Mauer stehen geblieben. Darauf steht eine Figur mit Helm, die ihr Schwert gen Himmel streckt. Die von Engeln/Genien davongetragene Gestalt dürfte aufgrund ihrer Kleidung als Herrscherin zu charakterisieren sein. Bei der Zeichnung wird es sich um eine Illustration einer mythischen oder literarischen Vorlage handeln. Eine Verbindung mit der Darstellung auf der Vorderseite GK II (12) IX-B-66 (""Doir = Thula"") scheint nicht möglich. (C.H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe",652,
89108,"GK II (12) IX-B-67",Velinpapier,"Fragment: ""[...]tman"" (Whatman)",2050,1210,,1810/1830,1820,"Zentral die Skizze eines Edelmannes mit Federhut, langem Gewand und Ordenskette. – Am unteren Seitenrand ein aktiver Vulkan mit Dunstwolke.","Bei der Skizze des Mannes mit grafisch angelegtem, aber nicht ausgearbeitetem Gesicht könnte es sich um die Studie einer Ordenstracht handeln. Das an einer Kette hängende Kleinod in Form eines Maltesersterns ähnelt dem preußischen Orden Pour le Mérite, den Friedrich II. gestiftet hat. Zur Ordenskleidung gehören ein Federhut und ein langes Obergewand. – Der ausbrechende Vulkan am unteren Bildrand scheint in keinem Bezug zu der Figur zu stehen, er könnte den Vesuv im Golf von Neapel darstellen, den Friedrich Wilhelm auf seiner Italienreise gesehen hat. (C. H.)",,,"sachlich: Figurendarstellung: profan: Edelmann; sachlich: Figurendarstellung: profan: Ordensritter; sachlich: Landschaft: Berge","701; 729; 788",
89109,"GK II (12) IX-B-67 Rs",Velinpapier,"Fragment: ""tman"" (Whatman)",1210,2050,,1810/1830,1820,"Eine Frau in langem Gewand und bekränztem Haar (oder mit Krone) scheint mit erhobenen Händen zu fliegen. In der Rechten hält sie einen Gegenstand (Spindel?).","Die Frau erinnert an Tänzerinnen, wie sie in Pompeji und Herkulaneum als Wandmalereien im 18. Jahrhundert entdeckt wurden. Dieser Italienbezug passt auch zu der Vesuvdarstellung auf der Vorderseite des Blattes GK II (12) IX-B-67. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: weiblich",656,
89110,"GK II (12) IX-B-68",Velinpapier,,1970,2410,,1830/1840,1835,"Ein junger Edelmann und eine Frau in mittelalterlicher Tracht stehen in einem nur durch einen gotisierenden Stuhl gekennzeichneten Innenraum.","Als Friedrich Wilhelm diese möglicherweise auf ein Theaterstück zurückgehende Zeichnung entwarf, hat er mit der historisierenden Form des Stuhls versucht, die Szene in die Entstehungszeit des Möbels zu versetzen, beziehungsweise ihr eine gewisse Historizität zu verleihen. Der Stuhl weist Elemente der Renaissance (Gestell) der Gotik (Lehne) und des Frühbarock (Füße) auf. Ähnliche Möbel befanden sich in Stolzenfels und Babelsberg. Friedrich Wilhelm legitimierte seine Herrschaft durch die mittelalterliche monarchische Tradition. Der junge Mann in enganliegenden Strümpfen, mit kniehohen Stiefeln und kurzem Haar geht mit einladend erhobenen Händen auf eine Frau in edlen, mittelalterlich anmutenden Gewändern zu. Das Alter der Frau lässt sich kaum ermessen, sie könnte die Frau oder aber auch die Mutter des Jünglings sein. (C. H.)",,,"sachlich: Figurendarstellung: profan: Edeldame; sachlich: Figurendarstellung: profan: Edelmann; sachlich: Kunsthandwerk: Möbel","700; 701; 777",
89111,"GK II (12) IX-B-68 Rs",Velinpapier,,1970,2410,,1830/1840,1835,"Eine junge Frau im höfischen, renaissanceartigen Gewand mit Federhut.","Ähnlich der Vorderseite des Blattes GK II (12) IX-B-68 ist auch hier eine Frau in renaissanceartiger, aber durchaus mit zeitgenössischen Elementen ausgestatteter Kleidung dargestellt. Wie der junge Mann auf der Vorderseite streckt sie eine Hand einladend einem (hier) imaginären Gegenüber entgegen. Vielleicht hat Friedrich Wilhelm Variationen einer Begrüßungsszene probiert. (C. H.)",,,"sachlich: Figurendarstellung: profan: Edeldame",700,
89112,"GK II (12) IX-B-69",Velinpapier,,1970,2440,,1820/1830,1825,"Sechs Personen in renaissancehaft anmutenden Kostümen, z. T. mit Ordensketten, sitzen in einem kleinen Holzboot, ein gestikulierender Greis steht vorne im Boot und scheint zu den anderen zu sprechen. Im Hintergrund die Uferlinie des Gewässers mit Bergen und r. ein italianisierender Klosterkomplex angedeutet.","Der gestikulierende Alte scheint nicht für alle Bootsinsassen sichtbar zu sein, zumindest schaut nur einer der sechs Männer zu ihm hinüber. Vielleicht handelt es sich um eine Vision? Der Hintergrund ist nur vage angegeben, kennzeichnet aber die nahe Küste. Das Boot ist ein einfaches Fischerboot. Der Charakter der Szene deutet darauf hin, dass sie literarisch inspiriert ist und möglicherweise auf eine Gothic novel zurückgeht. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe; sachlich: Literaturadaption: Diverse: ungedeutet","652; 803",
89113,"GK II (12) IX-B-70",Vergépapier,"""Lemelson""",2710,2040,,1820/1830,1825,"Eine junge Frau im langen Kleid und mit Schleier steht zwischen zwei Frauen, eine mit Krone und Hermelinmantel und die andere im Nonnenhabit.","Vielleicht geht es um einen entscheidenden Moment im Leben der jungen Frau in der Mitte (ähnlich Herkules am Scheideweg). Sie scheint von hoher Geburt und steht nun im wahrsten Sinne zwischen Krone und Kirche. Die Nonne hat ihr die Hand gereicht, während die gekrönte Dame ihre Arme verschränkt hält. Der Nonne gilt der Blick der jungen Frau. Es scheint, als stehe ihr Schicksal bereits fest und als würde sie daher ihren Schleier mit der Rechten vor das Gesicht ziehen. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: weiblich; sachlich: Figurendarstellung: profan: Edeldame; sachlich: Figurendarstellung: profan: Herrscherin: Königin; sachlich: Figurendarstellung: religiös: Nonne","656; 700; 717; 746",
89114,"GK II (12) IX-B-71",Vergépapier,"Fragment: männliches Profil, umkränzt.",1300,2090,,1820/1830,1825,"In einem Raum ist ein Buffet aufgebaut. Linker Hand steht die Tür zu diesem Raum offen. Im Eingang stehen zwei Frauen.","Diese Zeichnung ist nur sehr grob skizziert, es schien Friedrich Wilhelm nur um einen Entwurf, nicht um die detaillierte Ausführung einer Szene zu gehen. Die beiden Frauen sind möglicherweise Herrin (r.) und Dienerin (l.). Es scheint, als würde die Herrin eine überdimensionierte Hand hochhalten und vor Schreck über den Anblick zurückweichen, der sich ihr bei dem Blick zum geöffneten Fenster bietet. Irgendetwas großes und rundes scheint sich von außen in den Raum zu drücken. Vielleicht handelt es sich hier um die Adaption eines humorigen Textes? (C. H.)",,,"sachlich: Architektur: Profanbauten: Innenraum; sachlich: Figurendarstellung: allgemein: weiblich","532; 656",
89115,"GK II (12) IX-B-72",Vergépapier,"Fragment: Kartusche mit Krone und Horn",1850,2270,,1813/1815,1814,"Eine Frau im langen Gewand streckt ihre Hände nach einem jungen Ritter aus, der sich von ihr fortzubewegen scheint.","Es handelt sich hier um einen Entwurf für die Komposition der Szene zum Zauberring [?] von Friedrich de la Motte Fouqué, in der Hildiridur ihren Sohn Otto von Trautwangen zurückhält, um ihm zu enthüllen, dass sie seine Mutter sei. Vgl. GK II (12) IX-B-2. (C. H.)","Friedrich de la Motte Fouqué",,"sachlich: Literaturadaption: Fouqué: Zauberring: Hildiridur; sachlich: Literaturadaption: Fouqué: Zauberring: Otto von Trautwangen","822; 824",88367
89117,"GK II (12) IX-B-73",Vergépapier,"Adler mit Krone, Apfel und Zepter",2040,3470,Ohne,1820/1840,1830,"In einer vielfigurigen, horizontal angelegten Szene bildet eine bekrönte Frau in weitem, schwingendem Umhang den Mittelpunkt. Sie ist rechts und links von zahlreichen Menschen umgeben. Oberhalb von ihr schwebt ein junger Mann, getragen von den geflügelten Symbolen der vier Evangelisten und von einer Aureole umgeben.","Die Szene ist wahrscheinlich als Himmelfahrt Christi zu interpretieren. Die zentrale Figur ist Maria, die Mutter Gottes, die über dem Erdboden zu schweben scheint. Über ihr fährt Christus in den Himmel, getragen von den vier Evangelisten. Der Darstellungstypus rekurriert auf frühchristliche und ostkirchliche Vorbilder. Die zahleichen Menschen, die diesem Ereignis beiwohnen, stehen für die inzwischen groß gewordene Gemeinschaft der Christen. (J. M.)",,,"sachlich: Figurendarstellung: biblisch: Neues Testament: Christus: Christi Himmelfahrt",673,
89118,"GK II (12) IX-B-74",Vergépapier,"Adler mit Krone, Apfel und Zepter",2060,3480,,"um 1848",1848,"Im Bildzentrum steht ein Brunnen, über dem ein Teufel zu tanzen scheint. Um diesen Brunnen herum sind verschiedene Figurengruppen angeordnet.","Es scheint sich hier um eine Kompositionsskizze zu handeln, bei der es Friedrich Wilhelm mehr darauf ankam, die Figuren ausgewogen über die Seite zu verteilen, als sie detailliert darzustellen. Sehr schwungvoll ist die zentrale Gestalt des Teufels gezeichnet. Einige der ihn umgebenden Figuren scheinen deformiert oder von Sinnen zu sein. Das entspricht dem Bild, das sich Friedrich Wilhelm von der Anhängerschaft des Teufels machte. Im übertragenen Sinn steht der Teufel für die Revolution, die sich gegen die Regierungsform der gottgegebenen Monarchie wendet. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe",652,
89119,"GK II (12) IX-B-75",Vergépapier,"Tanne mit Spieß und Blumen",2050,3440,,181/1815,1815,"Auf der linken Seite ist eine Szene in einem gotisch überwölbten Raum dargestellt. Eine ausladend gestikulierende Frau in langem Gewand steht zwischen zwei Rittern. Im Hintergrund ein gedeckter Tisch. Durch einen Bogen sieht man draußen eine Scheibe (Mond). – Auf der rechten Seitenhälfte, um 90° gedreht, sind einige Figurenstudien zu der Frau und einem der Ritter.","Hier hat Friedrich Wilhelm eine der Schlüsselszenen aus Friedrich de la Motte Fouqués Roman ""Zauberring"" [?] dargestellt. Hildiridur enthüllt dem jungen Ritter Otto von Trautwangen, dass sie seine totgeglaubte Mutter sei. Für den Kronprinzen muss diese Szene eine besondere Bedeutung gehabt haben, sie taucht unter seinen Zeichnungen immer wieder auf [vgl. auch GK II (12) IX-B-2]. Friedrich Wilhelm hatte erst kurz zuvor seine eigene geliebte Mutter verloren und konnte sich daher vielleicht besonders gut mit dem heldenhaften Ritter identifizieren. Sicher wünschte er sich, seine Mutter auch auf so märchenhafte Weise zurückzugewinnen. Auf dem rechten Teil der Seite hat Friedrich Wilhelm anscheinend um die richtige Komposition und Körperhaltung der beteiligten Personen gerungen. (C. H.)","Friedrich de la Motte Fouqué",,"sachlich: Literaturadaption: Fouqué: Zauberring: Hildiridur; sachlich: Literaturadaption: Fouqué: Zauberring: Otto von Trautwangen","822; 824",88367
89120,"GK II (12) IX-B-78",Vergépapier,"""Schottler""",3500,2060,,1830/1840,1835,"Im Zentrum der Seite die Ansicht eines barocken Zentralbaus im italienischen Stil mit Kuppel und seitlichen Konchen. – Auf der unteren Seitenhälfte ist ein Ritter mit langer Standarte in der Vorderansicht und in der Seitenansicht dargestellt. Zwischen beiden eine Skizze zu einem Christuskopf dicht neben einem Profil eines bärtigen Mannes. – O. r. Uniform eines Soldaten, um 180° gedreht und mit dicken Schraffuren unkenntlich gemacht.","Diese Zeichnung zeigt, wie eng die Vertreter von Kirche und Monarchie, Christus und die Ritter, in der Gedankenwelt Friedrich Wilhelms verbunden sind. In seiner Vorstellung wird die Kirche von den königstreuen christlichen Rittern – seit dem Mittelalter und bis in seine Zeit gültig – verteidigt. Dieser Zustand entsprach in der Epoche der Revolution und Restauration allerdings eher den Idealen des preußischen Fürsten als der Realität, in der die Kirche ebenso wie die Herrschaftsform der Monarchie immer wieder in Frage gestellt wurden. (C. H.)",,,"sachlich: Architektur: Baustil: Barock und barocker Stil; sachlich: Architektur: Sakralbauten: Kirche: Zentralbau; sachlich: Figurendarstellung: biblisch: Neues Testament: Christus; sachlich: Figurendarstellung: profan: Ritter","458; 623; 671; 733",
89121,"GK II (12) IX-B-78 Rs",Vergépapier,"""Schottler""",2060,3500,,1830/1840,1835,"Die zweigeteilte Seite zeigt u. r. eine aus vier knienden Personen bestehende Gruppe. Über ihnen schwebt ein angedeuteter Christus mit ausgebreiteten Armen. Auf der linken Seitenhälfte ist der um 90° gedreht gezeichnete Kopf eines jungen Menschen skizziert.","Die Knienden stellen wahrscheinlich eine betende Familie dar. Der Vater hält ein Bündel im Arm, das ein Baby sein könnte. Vor ihnen kniet ein größeres Kind. Neben den Eltern befindet sich eine weitere Person, deren Kopftuch und Umhang auf eine Nonne hinweisen. Sie scheinen den über ihnen erscheinenden Christus nicht zu bemerken, ihre Blicke gehen ins Leere. Möglicherweise bitten sie für das neugeborene Kind und Friedrich Wilhelm will andeuten, dass der Herr ihre Gebete erhört hat. Der König gehörte seit seiner Jugend zu den Pietisten, einer Bewegung, die durch tägliches Gebet und die persönliche Hinwendung zu Gott einen subjektiven Glauben vertraten. Der Pietismus galt als Gegenbewegung zur Aufklärung. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe; sachlich: Figurendarstellung: biblisch: Neues Testament: Christus","652; 671",
89123,"GK II (12) IX-B-79",Velinpapier,,1150,1830,,1820/1830,1825,"Eine aus Soldaten und Edelleuten bestehende Gruppe von neun Personen sitzt bzw. steht in einer undefinierten Landschaft. Zwei der Männer zeigen nach links und sehen dabei den am Boden sitzenden Mann an.","Der sitzende Mann in eng anliegendem Wams scheint der Anführer der Gruppe zu sein. Neben ihm sitzt eine Frau mit einem Instrument auf dem Schoß. Der mittig stehende Edelmann weist den Sitzenden auf ein Geschehen hin. Dieses scheint von besonderer Bedeutung zu sein, denn auch ein weiterer Mann, ein Soldat weiter links, zeigt in die genannte Richtung und sieht sich dabei nach seinem Anführer um, als wollte er etwas zu dem Gesehenen bemerken. In der Richtung, in die gezeigt wird, sind am linken Bildrand noch zwei am Boden kniende Männer angedeutet, die sich an etwas nicht weiter Erkennbarem zu schaffen machen. Vielleicht handelt es sich hier um eine biblische Szene, die lesbaren Zeichen genügen aber nicht für eine Interpretation. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe; sachlich: Figurendarstellung: profan: Edeldame; sachlich: Figurendarstellung: profan: Edelmann; sachlich: Figurendarstellung: profan: Soldat","652; 700; 701; 734",
